word,type,first_word_of_sentence_id
corner,2,248
of,2,248
bitar,10,248
's,2,248
goal,2,248
.,2,248
nader,4,279
jokhadar,5,279
had,2,279
given,2,279
syria,6,279
the,2,279
lead,2,279
with,2,279
a,2,279
well-struck,2,279
header,2,279
in,2,279
the,2,279
seventh,2,279
minute,2,279
.,2,279
japan,6,295
then,2,295
laid,2,295
siege,2,295
to,2,295
the,2,295
syrian,3,295
penalty,2,295
area,2,295
for,2,295
most,2,295
of,2,295
the,2,295
game,2,295
but,2,295
rarely,2,295
breached,2,295
the,2,295
syrian,3,295
defence,2,295
.,2,295
bitar,10,316
pulled,2,316
off,2,316
fine,2,316
saves,2,316
whenever,2,316
they,2,316
did,2,316
.,2,316
japan,6,325
coach,2,325
shu,4,325
kamo,5,325
said,2,325
:,2,325
',2,325
',2,325
the,2,325
syrian,3,325
own,2,325
goal,2,325
proved,2,325
lucky,2,325
for,2,325
us,2,325
.,2,325
the,2,342
syrians,3,342
scored,2,342
early,2,342
and,2,342
then,2,342
played,2,342
defensively,2,342
and,2,342
adopted,2,342
long,2,342
balls,2,342
which,2,342
made,2,342
it,2,342
hard,2,342
for,2,342
us,2,342
.,2,342
',2,361
',2,361
japan,6,361
",",2,361
co-hosts,2,361
of,2,361
the,2,361
world,11,361
cup,13,361
in,2,361
2002,2,361
and,2,361
ranked,2,361
20th,2,361
in,2,361
the,2,361
world,2,361
by,2,361
fifa,1,361
",",2,361
are,2,361
favourites,2,361
to,2,361
regain,2,361
their,2,361
title,2,361
here,2,361
.,2,361
hosts,2,389
uae,6,389
play,2,389
kuwait,6,389
and,2,389
south,15,389
korea,16,389
take,2,389
on,2,389
indonesia,6,389
on,2,389
saturday,2,389
in,2,389
group,2,389
a,2,389
matches,2,389
.,2,389
all,2,406
four,2,406
teams,2,406
are,2,406
level,2,406
with,2,406
one,2,406
point,2,406
each,2,406
from,2,406
one,2,406
game,2,406
.,2,406
-docstart-,2,419
rugby,7,419
union,8,419
-,2,419
cuttitta,10,419
back,2,419
for,2,419
italy,6,419
after,2,419
a,2,419
year,2,419
.,2,419
rome,6,431
1996-12-06,2,431
italy,6,431
recalled,2,431
marcello,4,431
cuttitta,5,431
on,2,431
friday,2,431
for,2,431
their,2,431
friendly,2,431
against,2,431
scotland,6,431
at,2,431
murrayfield,6,431
more,2,431
than,2,431
a,2,431
year,2,431
after,2,431
the,2,431
30-year-old,2,431
wing,2,431
announced,2,431
he,2,431
was,2,431
retiring,2,431
following,2,431
differences,2,431
over,2,431
selection,2,431
.,2,431
cuttitta,10,463
",",2,463
who,2,463
trainer,2,463
george,4,463
coste,5,463
said,2,463
was,2,463
certain,2,463
to,2,463
play,2,463
on,2,463
saturday,2,463
week,2,463
",",2,463
was,2,463
named,2,463
in,2,463
a,2,463
21-man,2,463
squad,2,463
lacking,2,463
only,2,463
two,2,463
of,2,463
the,2,463
team,2,463
beaten,2,463
54-21,2,463
by,2,463
england,6,463
at,2,463
twickenham,6,463
last,2,463
month,2,463
.,2,463
stefano,4,499
bordon,5,499
is,2,499
out,2,499
through,2,499
illness,2,499
and,2,499
coste,10,499
said,2,499
he,2,499
had,2,499
dropped,2,499
back,2,499
row,2,499
corrado,4,499
covi,5,499
",",2,499
who,2,499
had,2,499
been,2,499
recalled,2,499
for,2,499
the,2,499
england,6,499
game,2,499
after,2,499
five,2,499
years,2,499
out,2,499
of,2,499
the,2,499
national,2,499
team,2,499
.,2,499
cuttitta,10,533
announced,2,533
his,2,533
retirement,2,533
after,2,533
the,2,533
1995,11,533
world,12,533
cup,13,533
",",2,533
where,2,533
he,2,533
took,2,533
issue,2,533
with,2,533
being,2,533
dropped,2,533
from,2,533
the,2,533
italy,6,533
side,2,533
that,2,533
faced,2,533
england,6,533
in,2,533
the,2,533
pool,2,533
stages,2,533
.,2,533
coste,10,562
said,2,562
he,2,562
had,2,562
approached,2,562
the,2,562
player,2,562
two,2,562
months,2,562
ago,2,562
about,2,562
a,2,562
comeback,2,562
.,2,562
"""",2,576
he,2,576
ended,2,576
the,2,576
world,11,576
cup,13,576
on,2,576
the,2,576
wrong,2,576
note,2,576
",",2,576
"""",2,576
coste,10,576
said,2,576
.,2,576
"""",2,591
i,2,591
thought,2,591
it,2,591
would,2,591
be,2,591
useful,2,591
to,2,591
have,2,591
him,2,591
back,2,591
and,2,591
he,2,591
said,2,591
he,2,591
would,2,591
be,2,591
available,2,591
.,2,591
i,2,610
think,2,610
now,2,610
is,2,610
the,2,610
right,2,610
time,2,610
for,2,610
him,2,610
to,2,610
return,2,610
.,2,610
"""",2,622
squad,2,622
:,2,622
javier,4,622
pertile,5,622
",",2,622
paolo,4,622
vaccari,5,622
",",2,622
marcello,4,622
cuttitta,5,622
",",2,622
ivan,4,622
francescato,5,622
",",2,622
leandro,4,622
manteri,5,622
",",2,622
diego,4,622
dominguez,5,622
",",2,622
francesco,4,622
mazzariol,5,622
",",2,622
alessandro,4,622
troncon,5,622
",",2,622
orazio,4,622
arancio,5,622
",",2,622
andrea,4,622
sgorlon,5,622
",",2,622
massimo,4,622
giovanelli,5,622
",",2,622
carlo,4,622
checchinato,5,622
",",2,622
walter,4,622
cristofoletto,5,622
",",2,622
franco,4,622
properzi,9,622
curti,5,622
",",2,622
carlo,4,622
orlandi,5,622
",",2,622
massimo,4,622
cuttitta,5,622
",",2,622
giambatista,4,622
croci,5,622
",",2,622
gianluca,4,622
guidi,5,622
",",2,622
nicola,4,622
mazzucato,5,622
",",2,622
alessandro,4,622
moscardi,5,622
",",2,622
andrea,4,622
castellani,5,622
.,2,622
-docstart-,2,689
soccer,2,689
-,2,689
late,2,689
goals,2,689
give,2,689
japan,6,689
win,2,689
over,2,689
syria,6,689
.,2,689
al-ain,6,700
",",2,700
united,15,700
arab,17,700
emirates,16,700
1996-12-06,2,700
two,2,700
goals,2,700
in,2,700
the,2,700
last,2,700
six,2,700
minutes,2,700
gave,2,700
holders,2,700
japan,6,700
an,2,700
uninspiring,2,700
2-1,2,700
asian,11,700
cup,13,700
victory,2,700
over,2,700
syria,6,700
on,2,700
friday,2,700
.,2,700
takuya,4,727
takagi,5,727
headed,2,727
the,2,727
winner,2,727
in,2,727
the,2,727
88th,2,727
minute,2,727
of,2,727
the,2,727
group,2,727
c,2,727
game,2,727
after,2,727
goalkeeper,2,727
salem,4,727
bitar,5,727
spoiled,2,727
a,2,727
mistake-free,2,727
display,2,727
by,2,727
allowing,2,727
the,2,727
ball,2,727
to,2,727
slip,2,727
under,2,727
his,2,727
body,2,727
.,2,727
it,2,759
was,2,759
the,2,759
second,2,759
syrian,3,759
defensive,2,759
blunder,2,759
in,2,759
four,2,759
minutes,2,759
.,2,759
defender,2,770
hassan,4,770
abbas,5,770
rose,2,770
to,2,770
intercept,2,770
a,2,770
long,2,770
ball,2,770
into,2,770
the,2,770
area,2,770
in,2,770
the,2,770
84th,2,770
minute,2,770
but,2,770
only,2,770
managed,2,770
to,2,770
divert,2,770
it,2,770
into,2,770
the,2,770
top,2,770
corner,2,770
of,2,770
bitar,10,770
's,2,770
goal,2,770
.,2,770
syria,6,801
had,2,801
taken,2,801
the,2,801
lead,2,801
from,2,801
their,2,801
first,2,801
serious,2,801
attack,2,801
in,2,801
the,2,801
seventh,2,801
minute,2,801
.,2,801
nader,4,816
jokhadar,5,816
headed,2,816
a,2,816
cross,2,816
from,2,816
the,2,816
right,2,816
by,2,816
ammar,4,816
awad,5,816
into,2,816
the,2,816
top,2,816
right,2,816
corner,2,816
of,2,816
kenichi,4,816
shimokawa,5,816
's,2,816
goal,2,816
.,2,816
japan,6,838
then,2,838
laid,2,838
siege,2,838
to,2,838
the,2,838
syrian,3,838
penalty,2,838
area,2,838
and,2,838
had,2,838
a,2,838
goal,2,838
disallowed,2,838
for,2,838
offside,2,838
in,2,838
the,2,838
16th,2,838
minute,2,838
.,2,838
a,2,859
minute,2,859
later,2,859
",",2,859
bitar,10,859
produced,2,859
a,2,859
good,2,859
double,2,859
save,2,859
",",2,859
first,2,859
from,2,859
kazuyoshi,4,859
miura,5,859
's,2,859
header,2,859
and,2,859
then,2,859
blocked,2,859
a,2,859
takagi,10,859
follow-up,2,859
shot,2,859
.,2,859
bitar,10,884
saved,2,884
well,2,884
again,2,884
from,2,884
miura,10,884
in,2,884
the,2,884
37th,2,884
minute,2,884
",",2,884
parrying,2,884
away,2,884
his,2,884
header,2,884
from,2,884
a,2,884
corner,2,884
.,2,884
japan,6,903
started,2,903
the,2,903
second,2,903
half,2,903
brightly,2,903
but,2,903
bitar,10,903
denied,2,903
them,2,903
an,2,903
equaliser,2,903
when,2,903
he,2,903
dived,2,903
to,2,903
his,2,903
right,2,903
to,2,903
save,2,903
naoki,4,903
soma,5,903
's,2,903
low,2,903
drive,2,903
in,2,903
the,2,903
53rd,2,903
minute,2,903
.,2,903
japan,6,933
:,2,933
19,2,933
-,2,933
kenichi,4,933
shimokawa,5,933
",",2,933
2,2,933
-,2,933
hiroshige,4,933
yanagimoto,5,933
",",2,933
3,2,933
-,2,933
naoki,4,933
soma,5,933
",",2,933
4,2,933
-,2,933
masami,4,933
ihara,5,933
",",2,933
5,2,933
-,2,933
norio,4,933
omura,5,933
",",2,933
6,2,933
-,2,933
motohiro,4,933
yamaguchi,5,933
",",2,933
8,2,933
-,2,933
masakiyo,4,933
maezono,5,933
(,2,933
7,2,933
-,2,933
yasuto,4,933
honda,5,933
71,2,933
),2,933
",",2,933
9,2,933
-,2,933
takuya,4,933
takagi,5,933
",",2,933
10,2,933
-,2,933
hiroshi,4,933
nanami,5,933
",",2,933
11,2,933
-,2,933
kazuyoshi,4,933
miura,5,933
",",2,933
15,2,933
-,2,933
hiroaki,4,933
morishima,5,933
(,2,933
14,2,933
-,2,933
masayuki,4,933
okano,5,933
75,2,933
),2,933
.,2,933
syria,6,1004
:,2,1004
24,2,1004
-,2,1004
salem,4,1004
bitar,5,1004
",",2,1004
3,2,1004
-,2,1004
bachar,4,1004
srour,5,1004
;,2,1004
4,2,1004
-,2,1004
hassan,4,1004
abbas,5,1004
",",2,1004
5,2,1004
-,2,1004
tarek,4,1004
jabban,5,1004
",",2,1004
6,2,1004
-,2,1004
ammar,4,1004
awad,5,1004
(,2,1004
9,2,1004
-,2,1004
louay,4,1004
taleb,5,1004
69,2,1004
),2,1004
",",2,1004
8,2,1004
-,2,1004
nihad,4,1004
al-boushi,5,1004
",",2,1004
10,2,1004
-,2,1004
mohammed,4,1004
afash,5,1004
",",2,1004
12,2,1004
-,2,1004
ali,4,1004
dib,5,1004
",",2,1004
13,2,1004
-,2,1004
abdul,4,1004
latif,9,1004
helou,5,1004
(,2,1004
17,2,1004
-,2,1004
ammar,4,1004
rihawiy,5,1004
46,2,1004
),2,1004
",",2,1004
14,2,1004
-,2,1004
khaled,4,1004
zaher,5,1004
;,2,1004
16,2,1004
-,2,1004
nader,4,1004
jokhadar,5,1004
.,2,1004
-docstart-,2,1076
freestyle,2,1076
skiing-world,11,1076
cup,13,1076
mogul,2,1076
results,2,1076
.,2,1076
tignes,6,1083
",",2,1083
france,6,1083
1996-12-06,2,1083
results,2,1083
of,2,1083
the,2,1083
world,11,1083
cup,13,1083
freestyle,2,1083
skiing,2,1083
moguls,2,1083
competition,2,1083
on,2,1083
friday,2,1083
:,2,1083
men,2,1083
1.,2,1083
jesper,4,1083
ronnback,5,1083
(,2,1083
sweden,6,1083
),2,1083
25.76,2,1083
points,2,1083
2.,2,1083
andrei,4,1083
ivanov,5,1083
(,2,1083
russia,6,1083
),2,1083
24.88,2,1083
3.,2,1083
ryan,4,1083
johnson,5,1083
(,2,1083
canada,6,1083
),2,1083
24.57,2,1083
4.,2,1083
jean-luc,4,1083
brassard,5,1083
(,2,1083
canada,6,1083
),2,1083
24.40,2,1083
5.,2,1083
korneilus,4,1083
hole,5,1083
(,2,1083
norway,6,1083
),2,1083
23.92,2,1083
6.,2,1083
jeremie,4,1083
collomb-patton,5,1083
(,2,1083
france,6,1083
),2,1083
23.87,2,1083
7.,2,1083
jim,4,1083
moran,5,1083
(,2,1083
u.s.,6,1083
),2,1083
23.25,2,1083
8.,2,1083
dominick,4,1083
gauthier,5,1083
(,2,1083
canada,6,1083
),2,1083
22.73,2,1083
9.,2,1083
johann,4,1083
gregoire,5,1083
(,2,1083
france,6,1083
),2,1083
22.58,2,1083
10.,2,1083
troy,4,1083
benson,5,1083
(,2,1083
u.s.,6,1083
),2,1083
22.56,2,1083
women,2,1083
1.,2,1083
tatjana,4,1083
mittermayer,5,1083
(,2,1083
germany,6,1083
),2,1083
24.32,2,1083
2.,2,1083
candice,4,1083
gilg,5,1083
(,2,1083
france,6,1083
),2,1083
24.31,2,1083
3.,2,1083
minna,4,1083
karhu,5,1083
(,2,1083
finland,6,1083
),2,1083
24.05,2,1083
4.,2,1083
tae,4,1083
satoya,5,1083
(,2,1083
japan,6,1083
),2,1083
23.75,2,1083
5.,2,1083
ann,4,1083
battellle,5,1083
(,2,1083
u.s.,6,1083
),2,1083
23.56,2,1083
6.,2,1083
donna,4,1083
weinbrecht,5,1083
(,2,1083
u.s.,6,1083
),2,1083
22.48,2,1083
7.,2,1083
liz,4,1083
mcintyre,5,1083
(,2,1083
u.s.,6,1083
),2,1083
22.00,2,1083
8.,2,1083
elena,4,1083
koroleva,5,1083
(,2,1083
russia,6,1083
),2,1083
21.77,2,1083
9.,2,1083
ljudmila,4,1083
dymchenko,5,1083
(,2,1083
russia,6,1083
),2,1083
21.59,2,1083
10.,2,1083
katleen,4,1083
allais,5,1083
(,2,1083
france,6,1083
),2,1083
21.58,2,1083
-docstart-,2,1083
soccer,2,1083
-,2,1083
asian,11,1083
cup,13,1083
group,2,1083
c,2,1083
results,2,1083
.,2,1083
al-ain,6,1251
",",2,1251
united,15,1251
arab,17,1251
emirates,16,1251
1996-12-06,2,1251
results,2,1251
of,2,1251
asian,11,1251
cup,13,1251
group,2,1251
c,2,1251
matches,2,1251
played,2,1251
on,2,1251
friday,2,1251
:,2,1251
japan,6,1251
2,2,1251
syria,6,1251
1,2,1251
(,2,1251
halftime,2,1251
0-1,2,1251
),2,1251
scorers,2,1251
:,2,1251
japan,6,1251
-,2,1251
hassan,4,1251
abbas,5,1251
84,2,1251
own,2,1251
goal,2,1251
",",2,1251
takuya,4,1251
takagi,5,1251
88,2,1251
.,2,1251
syria,6,1290
-,2,1290
nader,4,1290
jokhadar,5,1290
7,2,1290
attendance,2,1290
:,2,1290
"10,000",2,1290
.,2,1290
china,6,1299
0,2,1299
uzbekistan,6,1299
2,2,1299
(,2,1299
halftime,2,1299
0-0,2,1299
),2,1299
scorers,2,1299
:,2,1299
shkvyrin,4,1299
igor,5,1299
78,2,1299
",",2,1299
shatskikh,4,1299
oleg,5,1299
90,2,1299
attendence,2,1299
:,2,1299
"3,000",2,1299
standings,2,1299
(,2,1299
tabulate,2,1299
under,2,1299
played,2,1299
",",2,1299
won,2,1299
",",2,1299
drawn,2,1299
",",2,1299
lost,2,1299
",",2,1299
goals,2,1299
for,2,1299
",",2,1299
goals,2,1299
against,2,1299
",",2,1299
points,2,1299
),2,1299
:,2,1299
uzbekistan,6,1299
1,2,1299
1,2,1299
0,2,1299
0,2,1299
2,2,1299
0,2,1299
3,2,1299
japan,6,1299
1,2,1299
1,2,1299
0,2,1299
0,2,1299
2,2,1299
1,2,1299
3,2,1299
syria,6,1299
1,2,1299
0,2,1299
0,2,1299
1,2,1299
1,2,1299
2,2,1299
0,2,1299
china,6,1299
1,2,1299
0,2,1299
0,2,1299
1,2,1299
0,2,1299
2,2,1299
0,2,1299
-docstart-,2,1299
cricket,2,1299
-,2,1299
pakistan,6,1299
v,2,1299
new,15,1299
zealand,16,1299
one-day,2,1299
scoreboard,2,1299
.,2,1299
[,2,1382
corrected,2,1382
14:06,2,1382
gmt,3,1382
],2,1382
sialkot,6,1382
",",2,1382
pakistan,6,1382
1996-12-06,2,1382
scoreboard,2,1382
in,2,1382
the,2,1382
second,2,1382
one-day,2,1382
cricket,2,1382
international,2,1382
between,2,1382
pakistan,6,1382
and,2,1382
new,15,1382
zealand,16,1382
on,2,1382
friday,2,1382
:,2,1382
pakistan,6,1382
saeed,4,1382
anwar,5,1382
run,2,1382
out,2,1382
91,2,1382
(,2,1382
corrects,2,1382
from,2,1382
90,2,1382
),2,1382
zahoor,4,1382
elahi,5,1382
b,2,1382
cairns,10,1382
86,2,1382
(,2,1382
corrects,2,1382
from,2,1382
87,2,1382
),2,1382
ijaz,4,1382
ahmad,5,1382
c,2,1382
spearman,10,1382
b,2,1382
vaughan,10,1382
59,2,1382
inzamamul,4,1382
haq,5,1382
st,2,1382
germon,10,1382
b,2,1382
astle,10,1382
2,2,1382
wasim,4,1382
akram,5,1382
b,2,1382
harris,10,1382
4,2,1382
shahid,4,1382
afridi,5,1382
b,2,1382
harris,10,1382
2,2,1382
moin,4,1382
khan,5,1382
c,2,1382
astle,10,1382
b,2,1382
harris,10,1382
1,2,1382
waqar,4,1382
younis,5,1382
st,2,1382
germon,10,1382
b,2,1382
harris,10,1382
0,2,1382
saqlain,4,1382
mushtaq,5,1382
b,2,1382
harris,10,1382
2,2,1382
mushtaq,4,1382
ahmad,5,1382
not,2,1382
out,2,1382
5,2,1382
salim,4,1382
malik,5,1382
not,2,1382
out,2,1382
1,2,1382
extras,2,1382
(,2,1382
lb-8,2,1382
nb-2,2,1382
w-14,2,1382
),2,1382
24,2,1382
total,2,1382
(,2,1382
for,2,1382
9,2,1382
wickets,2,1382
in,2,1382
47,2,1382
overs,2,1382
),2,1382
277,2,1382
fall,2,1382
of,2,1382
wicket,2,1382
:,2,1382
1-177,2,1382
(,2,1382
corrects,2,1382
from,2,1382
1-178,2,1382
),2,1382
2-225,2,1382
3-240,2,1382
4-247,2,1382
5-252,2,1382
6-260,2,1382
7-261,2,1382
8-269,2,1382
9-276,2,1382
bowling,2,1382
:,2,1382
doull,10,1382
8-1-60-0,2,1382
(,2,1382
w-3,2,1382
),2,1382
",",2,1382
kennedy,10,1382
3-0-24-0,2,1382
(,2,1382
w-7,2,1382
nb-1,2,1382
),2,1382
",",2,1382
cairns,10,1382
8-1-35-1,2,1382
(,2,1382
w-2,2,1382
),2,1382
",",2,1382
vaughan,10,1382
9-1-55-1,2,1382
",",2,1382
harris,10,1382
10-0-42-5,2,1382
(,2,1382
w-1,2,1382
),2,1382
",",2,1382
astle,10,1382
9-0-53-1,2,1382
(,2,1382
w-1,2,1382
nb-1,2,1382
),2,1382
new,15,1382
zealand,16,1382
innings,2,1382
b.,4,1382
young,5,1382
c,2,1382
moin,4,1382
khan,5,1382
b,2,1382
waqar,10,1382
5,2,1382
c.,4,1382
spearman,5,1382
c,2,1382
moin,4,1382
khan,5,1382
b,2,1382
wasim,10,1382
0,2,1382
a.,4,1382
parore,5,1382
c,2,1382
ijaz,4,1382
ahmad,5,1382
b,2,1382
saqlain,10,1382
37,2,1382
s.,4,1382
fleming,5,1382
c,2,1382
and,2,1382
b,2,1382
afridi,10,1382
88,2,1382
c.,4,1382
cairns,5,1382
b,2,1382
saqlain,10,1382
10,2,1382
n.,4,1382
astle,5,1382
c,2,1382
ijaz,4,1382
ahmad,5,1382
b,2,1382
salim,4,1382
malik,5,1382
20,2,1382
c.,4,1382
harris,5,1382
lbw,2,1382
b,2,1382
wasim,10,1382
22,2,1382
l.,4,1382
germon,5,1382
lbw,2,1382
b,2,1382
afridi,10,1382
2,2,1382
j.,4,1382
vaughan,5,1382
c,2,1382
moin,4,1382
khan,5,1382
b,2,1382
wasim,10,1382
13,2,1382
s.,4,1382
doull,5,1382
c,2,1382
subs,2,1382
(,2,1382
m.,4,1382
wasim,5,1382
),2,1382
b,2,1382
waqar,10,1382
1,2,1382
r.,4,1382
kennedy,5,1382
not,2,1382
out,2,1382
7,2,1382
extras,2,1382
(,2,1382
b-9,2,1382
lb-3,2,1382
w-12,2,1382
nb-2,2,1382
),2,1382
26,2,1382
total,2,1382
(,2,1382
all,2,1382
out,2,1382
in,2,1382
42.1,2,1382
overs,2,1382
),2,1382
231,2,1382
fall,2,1382
of,2,1382
wickets,2,1382
:,2,1382
1-3,2,1382
2-7,2,1382
3-125,2,1382
4-146,2,1382
5-170,2,1382
6-190,2,1382
7-195,2,1382
8-213,2,1382
9-216,2,1382
.,2,1382
bowling,2,1666
:,2,1666
wasim,4,1666
akram,5,1666
8.1-0-43-3,2,1666
(,2,1666
9w,2,1666
",",2,1666
1nb,2,1666
),2,1666
",",2,1666
waqar,4,1666
younis,5,1666
6-0-32-2,2,1666
(,2,1666
2w,2,1666
",",2,1666
1nb,2,1666
),2,1666
",",2,1666
saqlain,4,1666
mushtaq,5,1666
8-0-54-2,2,1666
",",2,1666
mushtaq,4,1666
ahmad,5,1666
10-0-42-0,2,1666
(,2,1666
1w,2,1666
),2,1666
",",2,1666
shahid,4,1666
afridi,5,1666
7-0-40-2,2,1666
",",2,1666
salim,4,1666
malik,5,1666
2.5-0-8-1,2,1666
",",2,1666
ijaz,4,1666
ahmad,5,1666
0.1-0-0-0,2,1666
.,2,1666
result,2,1709
:,2,1709
pakistan,6,1709
won,2,1709
by,2,1709
46,2,1709
runs,2,1709
.,2,1709
third,2,1717
one-day,2,1717
match,2,1717
:,2,1717
december,2,1717
8,2,1717
",",2,1717
in,2,1717
karachi,6,1717
.,2,1717
-docstart-,2,1727
soccer,2,1727
-,2,1727
english,11,1727
f.a.,12,1727
cup,13,1727
second,2,1727
round,2,1727
result,2,1727
.,2,1727
london,6,1737
1996-12-06,2,1737
result,2,1737
of,2,1737
an,2,1737
english,11,1737
f.a.,12,1737
challenge,13,1737
cup,3,1737
second,2,1737
round,2,1737
match,2,1737
on,2,1737
friday,2,1737
:,2,1737
plymouth,1,1737
4,2,1737
exeter,1,1737
1,2,1737
-docstart-,2,1737
soccer,2,1737
-,2,1737
blinker,10,1737
ban,2,1737
lifted,2,1737
.,2,1737
london,6,1763
1996-12-06,2,1763
dutch,3,1763
forward,2,1763
reggie,4,1763
blinker,5,1763
had,2,1763
his,2,1763
indefinite,2,1763
suspension,2,1763
lifted,2,1763
by,2,1763
fifa,1,1763
on,2,1763
friday,2,1763
and,2,1763
was,2,1763
set,2,1763
to,2,1763
make,2,1763
his,2,1763
sheffield,7,1763
wednesday,8,1763
comeback,2,1763
against,2,1763
liverpool,1,1763
on,2,1763
saturday,2,1763
.,2,1763
blinker,10,1792
missed,2,1792
his,2,1792
club,2,1792
's,2,1792
last,2,1792
two,2,1792
games,2,1792
after,2,1792
fifa,1,1792
slapped,2,1792
a,2,1792
worldwide,2,1792
ban,2,1792
on,2,1792
him,2,1792
for,2,1792
appearing,2,1792
to,2,1792
sign,2,1792
contracts,2,1792
for,2,1792
both,2,1792
wednesday,1,1792
and,2,1792
udinese,1,1792
while,2,1792
he,2,1792
was,2,1792
playing,2,1792
for,2,1792
feyenoord,1,1792
.,2,1792
fifa,1,1825
's,2,1825
players,2,1825
',2,1825
status,2,1825
committee,2,1825
",",2,1825
meeting,2,1825
in,2,1825
barcelona,6,1825
",",2,1825
decided,2,1825
that,2,1825
although,2,1825
the,2,1825
udinese,1,1825
document,2,1825
was,2,1825
basically,2,1825
valid,2,1825
",",2,1825
it,2,1825
could,2,1825
not,2,1825
be,2,1825
legally,2,1825
protected,2,1825
.,2,1825
the,2,1853
committee,2,1853
said,2,1853
the,2,1853
italian,3,1853
club,2,1853
had,2,1853
violated,2,1853
regulations,2,1853
by,2,1853
failing,2,1853
to,2,1853
inform,2,1853
feyenoord,1,1853
",",2,1853
with,2,1853
whom,2,1853
the,2,1853
player,2,1853
was,2,1853
under,2,1853
contract,2,1853
.,2,1853
blinker,10,1876
was,2,1876
fined,2,1876
"75,000",2,1876
swiss,3,1876
francs,2,1876
(,2,1876
$,2,1876
"57,600",2,1876
),2,1876
for,2,1876
failing,2,1876
to,2,1876
inform,2,1876
the,2,1876
engllsh,3,1876
club,2,1876
of,2,1876
his,2,1876
previous,2,1876
commitment,2,1876
to,2,1876
udinese,1,1876
.,2,1876
-docstart-,2,1900
soccer,2,1900
-,2,1900
leeds,1,1900
