word,type,first_word_of_sentence_id
their,2,330
sheep,2,330
",",2,330
but,2,330
expressed,2,330
concern,2,330
that,2,330
german,3,330
government,2,330
advice,2,330
to,2,330
consumers,2,330
to,2,330
avoid,2,330
british,3,330
lamb,2,330
might,2,330
influence,2,330
consumers,2,330
across,2,330
europe,6,330
.,2,330
"""",2,365
what,2,365
we,2,365
have,2,365
to,2,365
be,2,365
extremely,2,365
careful,2,365
of,2,365
is,2,365
how,2,365
other,2,365
countries,2,365
are,2,365
going,2,365
to,2,365
take,2,365
germany,6,365
's,2,365
lead,2,365
",",2,365
"""",2,365
welsh,7,365
national,14,365
farmers,14,365
',14,365
union,8,365
(,2,365
nfu,1,365
),2,365
chairman,2,365
john,4,365
lloyd,9,365
jones,5,365
said,2,365
on,2,365
bbc,7,365
radio,8,365
.,2,365
bonn,6,404
has,2,404
led,2,404
efforts,2,404
to,2,404
protect,2,404
public,2,404
health,2,404
after,2,404
consumer,2,404
confidence,2,404
collapsed,2,404
in,2,404
march,2,404
after,2,404
a,2,404
british,3,404
report,2,404
suggested,2,404
humans,2,404
could,2,404
contract,2,404
an,2,404
illness,2,404
similar,2,404
to,2,404
mad,2,404
cow,2,404
disease,2,404
by,2,404
eating,2,404
contaminated,2,404
beef,2,404
.,2,404
germany,6,438
imported,2,438
"47,600",2,438
sheep,2,438
from,2,438
britain,6,438
last,2,438
year,2,438
",",2,438
nearly,2,438
half,2,438
of,2,438
total,2,438
imports,2,438
.,2,438
it,2,453
brought,2,453
in,2,453
"4,275",2,453
tonnes,2,453
of,2,453
british,3,453
mutton,2,453
",",2,453
some,2,453
10,2,453
percent,2,453
of,2,453
overall,2,453
imports,2,453
.,2,453
-docstart-,2,469
rare,2,469
hendrix,10,469
song,2,469
draft,2,469
sells,2,469
for,2,469
almost,2,469
$,2,469
"17,000",2,469
.,2,469
london,6,480
1996-08-22,2,480
a,2,480
rare,2,480
early,2,480
handwritten,2,480
draft,2,480
of,2,480
a,2,480
song,2,480
by,2,480
u.s.,6,480
guitar,2,480
legend,2,480
jimi,4,480
hendrix,5,480
was,2,480
sold,2,480
for,2,480
almost,2,480
$,2,480
"17,000",2,480
on,2,480
thursday,2,480
at,2,480
an,2,480
auction,2,480
of,2,480
some,2,480
of,2,480
the,2,480
late,2,480
musician,2,480
's,2,480
favourite,2,480
possessions,2,480
.,2,480
a,2,517
florida,6,517
restaurant,2,517
paid,2,517
"10,925",2,517
pounds,2,517
(,2,517
$,2,517
"16,935",2,517
),2,517
for,2,517
the,2,517
draft,2,517
of,2,517
"""",2,517
ai,11,517
n't,12,517
no,12,517
telling,13,517
"""",2,517
",",2,517
which,2,517
hendrix,10,517
penned,2,517
on,2,517
a,2,517
piece,2,517
of,2,517
london,6,517
hotel,2,517
stationery,2,517
in,2,517
late,2,517
1966,2,517
.,2,517
at,2,552
the,2,552
end,2,552
of,2,552
a,2,552
january,2,552
1967,2,552
concert,2,552
in,2,552
the,2,552
english,3,552
city,2,552
of,2,552
nottingham,6,552
he,2,552
threw,2,552
the,2,552
sheet,2,552
of,2,552
paper,2,552
into,2,552
the,2,552
audience,2,552
",",2,552
where,2,552
it,2,552
was,2,552
retrieved,2,552
by,2,552
a,2,552
fan,2,552
.,2,552
buyers,2,584
also,2,584
snapped,2,584
up,2,584
16,2,584
other,2,584
items,2,584
that,2,584
were,2,584
put,2,584
up,2,584
for,2,584
auction,2,584
by,2,584
hendrix,10,584
's,2,584
former,2,584
girlfriend,2,584
kathy,4,584
etchingham,5,584
",",2,584
who,2,584
lived,2,584
with,2,584
him,2,584
from,2,584
1966,2,584
to,2,584
1969,2,584
.,2,584
they,2,614
included,2,614
a,2,614
black,2,614
lacquer,2,614
and,2,614
mother,2,614
of,2,614
pearl,2,614
inlaid,2,614
box,2,614
used,2,614
by,2,614
hendrix,10,614
to,2,614
store,2,614
his,2,614
drugs,2,614
",",2,614
which,2,614
an,2,614
anonymous,2,614
australian,3,614
purchaser,2,614
bought,2,614
for,2,614
"5,060",2,614
pounds,2,614
(,2,614
$,2,614
"7,845",2,614
),2,614
.,2,614
the,2,647
guitarist,2,647
died,2,647
of,2,647
a,2,647
drugs,2,647
overdose,2,647
in,2,647
1970,2,647
aged,2,647
27,2,647
.,2,647
-docstart-,2,659
china,6,659
says,2,659
taiwan,6,659
spoils,2,659
atmosphere,2,659
for,2,659
talks,2,659
.,2,659
beijing,6,668
1996-08-22,2,668
china,6,668
on,2,668
thursday,2,668
accused,2,668
taipei,6,668
of,2,668
spoiling,2,668
the,2,668
atmosphere,2,668
for,2,668
a,2,668
resumption,2,668
of,2,668
talks,2,668
across,2,668
the,2,668
taiwan,15,668
strait,16,668
with,2,668
a,2,668
visit,2,668
to,2,668
ukraine,6,668
by,2,668
taiwanese,3,668
vice,2,668
president,2,668
lien,4,668
chan,5,668
this,2,668
week,2,668
that,2,668
infuriated,2,668
beijing,6,668
.,2,668
speaking,2,705
only,2,705
hours,2,705
after,2,705
chinese,3,705
state,2,705
media,2,705
said,2,705
the,2,705
time,2,705
was,2,705
right,2,705
to,2,705
engage,2,705
in,2,705
political,2,705
talks,2,705
with,2,705
taiwan,6,705
",",2,705
foreign,7,705
ministry,8,705
spokesman,2,705
shen,4,705
guofang,5,705
told,2,705
reuters,1,705
:,2,705
"""",2,705
the,2,705
necessary,2,705
atmosphere,2,705
for,2,705
the,2,705
opening,2,705
of,2,705
the,2,705
talks,2,705
has,2,705
been,2,705
disrupted,2,705
by,2,705
the,2,705
taiwan,6,705
authorities,2,705
.,2,705
"""",2,751
state,2,751
media,2,751
quoted,2,751
china,6,751
's,2,751
top,2,751
negotiator,2,751
with,2,751
taipei,6,751
",",2,751
tang,4,751
shubei,5,751
",",2,751
as,2,751
telling,2,751
a,2,751
visiting,2,751
group,2,751
from,2,751
taiwan,6,751
on,2,751
wednesday,2,751
that,2,751
it,2,751
was,2,751
time,2,751
for,2,751
the,2,751
rivals,2,751
to,2,751
hold,2,751
political,2,751
talks,2,751
.,2,751
"""",2,786
now,2,786
is,2,786
the,2,786
time,2,786
for,2,786
the,2,786
two,2,786
sides,2,786
to,2,786
engage,2,786
in,2,786
political,2,786
talks,2,786
...,2,786
that,2,786
is,2,786
to,2,786
end,2,786
the,2,786
state,2,786
of,2,786
hostility,2,786
",",2,786
"""",2,786
thursday,2,786
's,2,786
overseas,2,786
edition,2,786
of,2,786
the,2,786
people,7,786
's,14,786
daily,8,786
quoted,2,786
tang,10,786
as,2,786
saying,2,786
.,2,786
the,2,825
foreign,2,825
ministry,2,825
's,2,825
shen,1,825
told,2,825
reuters,7,825
television,8,825
in,2,825
an,2,825
interview,2,825
he,2,825
had,2,825
read,2,825
reports,2,825
of,2,825
tang,10,825
's,2,825
comments,2,825
but,2,825
gave,2,825
no,2,825
details,2,825
of,2,825
why,2,825
the,2,825
negotiator,2,825
had,2,825
considered,2,825
the,2,825
time,2,825
right,2,825
for,2,825
talks,2,825
with,2,825
taiwan,6,825
",",2,825
which,2,825
beijing,6,825
considers,2,825
a,2,825
renegade,2,825
province,2,825
.,2,825
china,6,869
",",2,869
which,2,869
has,2,869
long,2,869
opposed,2,869
all,2,869
taipei,6,869
efforts,2,869
to,2,869
gain,2,869
greater,2,869
international,2,869
recognition,2,869
",",2,869
was,2,869
infuriated,2,869
by,2,869
a,2,869
visit,2,869
to,2,869
ukraine,6,869
this,2,869
week,2,869
by,2,869
taiwanese,3,869
vice,2,869
president,2,869
lien,10,869
.,2,869
-docstart-,2,899
china,6,899
says,2,899
time,2,899
right,2,899
for,2,899
taiwan,6,899
talks,2,899
.,2,899
beijing,6,908
1996-08-22,2,908
china,6,908
has,2,908
said,2,908
it,2,908
was,2,908
time,2,908
for,2,908
political,2,908
talks,2,908
with,2,908
taiwan,6,908
and,2,908
that,2,908
the,2,908
rival,2,908
island,2,908
should,2,908
take,2,908
practical,2,908
steps,2,908
towards,2,908
that,2,908
goal,2,908
.,2,908
consultations,2,934
should,2,934
be,2,934
held,2,934
to,2,934
set,2,934
the,2,934
time,2,934
and,2,934
format,2,934
of,2,934
the,2,934
talks,2,934
",",2,934
the,2,934
official,2,934
xinhua,1,934
news,2,934
agency,2,934
quoted,2,934
tang,4,934
shubei,5,934
",",2,934
executive,2,934
vice,2,934
chairman,2,934
of,2,934
the,2,934
association,7,934
for,14,934
relations,14,934
across,14,934
the,14,934
taiwan,14,934
straits,8,934
",",2,934
as,2,934
saying,2,934
late,2,934
on,2,934
wednesday,2,934
.,2,934
-docstart-,2,976
german,3,976
july,2,976
car,2,976
registrations,2,976
up,2,976
14.2,2,976
pct,2,976
yr,2,976
/,2,976
yr,2,976
.,2,976
frankfurt,6,988
1996-08-22,2,988
german,3,988
first-time,2,988
registrations,2,988
of,2,988
motor,2,988
vehicles,2,988
jumped,2,988
14.2,2,988
percent,2,988
in,2,988
july,2,988
this,2,988
year,2,988
from,2,988
the,2,988
year-earlier,2,988
period,2,988
",",2,988
the,2,988
federal,7,988
office,14,988
for,14,988
motor,14,988
vehicles,8,988
said,2,988
on,2,988
thursday,2,988
.,2,988
the,2,1018
office,2,1018
said,2,1018
"356,725",2,1018
new,2,1018
cars,2,1018
were,2,1018
registered,2,1018
in,2,1018
july,2,1018
1996,2,1018
--,2,1018
"304,850",2,1018
passenger,2,1018
cars,2,1018
and,2,1018
"15,613",2,1018
trucks,2,1018
.,2,1018
the,2,1037
figures,2,1037
represent,2,1037
a,2,1037
13.6,2,1037
percent,2,1037
increase,2,1037
for,2,1037
passenger,2,1037
cars,2,1037
and,2,1037
a,2,1037
2.2,2,1037
percent,2,1037
decline,2,1037
for,2,1037
trucks,2,1037
from,2,1037
july,2,1037
1995,2,1037
.,2,1037
motor-bike,2,1058
registration,2,1058
rose,2,1058
32.7,2,1058
percent,2,1058
in,2,1058
the,2,1058
period,2,1058
.,2,1058
the,2,1067
growth,2,1067
was,2,1067
partly,2,1067
due,2,1067
to,2,1067
an,2,1067
increased,2,1067
number,2,1067
of,2,1067
germans,3,1067
buying,2,1067
german,3,1067
cars,2,1067
abroad,2,1067
",",2,1067
while,2,1067
manufacturers,2,1067
said,2,1067
that,2,1067
domestic,2,1067
demand,2,1067
was,2,1067
weak,2,1067
",",2,1067
the,2,1067
federal,2,1067
office,2,1067
said,2,1067
.,2,1067
almost,2,1097
all,2,1097
german,3,1097
car,2,1097
manufacturers,2,1097
posted,2,1097
gains,2,1097
in,2,1097
registration,2,1097
numbers,2,1097
in,2,1097
the,2,1097
period,2,1097
.,2,1097
volkswagen,7,1111
ag,8,1111
won,2,1111
"77,719",2,1111
registrations,2,1111
",",2,1111
slightly,2,1111
more,2,1111
than,2,1111
a,2,1111
quarter,2,1111
of,2,1111
the,2,1111
total,2,1111
.,2,1111
opel,7,1126
ag,8,1126
together,2,1126
with,2,1126
general,7,1126
motors,8,1126
came,2,1126
in,2,1126
second,2,1126
place,2,1126
with,2,1126
"49,269",2,1126
registrations,2,1126
",",2,1126
16.4,2,1126
percent,2,1126
of,2,1126
the,2,1126
overall,2,1126
figure,2,1126
.,2,1126
third,2,1147
was,2,1147
ford,1,1147
with,2,1147
"35,563",2,1147
registrations,2,1147
",",2,1147
or,2,1147
11.7,2,1147
percent,2,1147
.,2,1147
only,2,1158
seat,1,1158
and,2,1158
porsche,1,1158
had,2,1158
fewer,2,1158
registrations,2,1158
in,2,1158
july,2,1158
1996,2,1158
compared,2,1158
to,2,1158
last,2,1158
year,2,1158
's,2,1158
july,2,1158
.,2,1158
seat,1,1175
posted,2,1175
"3,420",2,1175
registrations,2,1175
compared,2,1175
with,2,1175
5522,2,1175
registrations,2,1175
in,2,1175
july,2,1175
a,2,1175
year,2,1175
earlier,2,1175
.,2,1175
porsche,1,1189
's,2,1189
registrations,2,1189
fell,2,1189
to,2,1189
554,2,1189
from,2,1189
643,2,1189
.,2,1189
-docstart-,2,1198
greek,3,1198
socialists,2,1198
give,2,1198
green,2,1198
light,2,1198
to,2,1198
pm,2,1198
for,2,1198
elections,2,1198
.,2,1198
athens,6,1209
1996-08-22,2,1209
the,2,1209
greek,3,1209
socialist,2,1209
party,2,1209
's,2,1209
executive,2,1209
bureau,2,1209
gave,2,1209
the,2,1209
green,2,1209
light,2,1209
to,2,1209
prime,2,1209
minister,2,1209
costas,4,1209
simitis,5,1209
to,2,1209
call,2,1209
snap,2,1209
elections,2,1209
",",2,1209
its,2,1209
general,2,1209
secretary,2,1209
costas,4,1209
skandalidis,5,1209
told,2,1209
reporters,2,1209
.,2,1209
prime,2,1240
minister,2,1240
costas,4,1240
simitis,5,1240
is,2,1240
going,2,1240
to,2,1240
make,2,1240
an,2,1240
official,2,1240
announcement,2,1240
after,2,1240
a,2,1240
cabinet,2,1240
meeting,2,1240
later,2,1240
on,2,1240
thursday,2,1240
",",2,1240
said,2,1240
skandalidis,10,1240
.,2,1240
--,2,1262
dimitris,4,1262
kontogiannis,5,1262
",",2,1262
athens,7,1262
newsroom,8,1262
+301,2,1262
3311812-4,2,1262
-docstart-,2,1262
bayervb,1,1262
sets,2,1262
c$,3,1262
100,2,1262
million,2,1262
six-year,2,1262
bond,2,1262
.,2,1262
london,6,1279
1996-08-22,2,1279
the,2,1279
following,2,1279
bond,2,1279
was,2,1279
announced,2,1279
by,2,1279
lead,2,1279
manager,2,1279
toronto,4,1279
dominion,5,1279
.,2,1279
borrower,2,1292
bayerische,7,1292
vereinsbank,8,1292
amt,2,1292
c$,3,1292
100,2,1292
mln,2,1292
coupon,2,1292
6.625,2,1292
maturity,2,1292
24.sep.02,2,1292
type,2,1292
straight,2,1292
iss,2,1292
price,2,1292
100.92,2,1292
pay,2,1292
date,2,1292
24.sep.96,2,1292
full,2,1292
fees,2,1292
1.875,2,1292
reoffer,2,1292
99.32,2,1292
spread,2,1292
+20,2,1292
bp,2,1292
moody,2,1292
aa1,2,1292
listing,2,1292
lux,2,1292
pay,2,1292
freq,2,1292
=,2,1292
s&p,1,1292
=,2,1292
denoms,2,1292
(,2,1292
k,2,1292
),2,1292
1-10-100,2,1292
sale,2,1292
limits,2,1292
us,6,1292
/,2,1292
uk,6,1292
/,2,1292
ca,6,1292
neg,2,1292
plg,2,1292
no,2,1292
crs,2,1292
deflt,2,1292
no,2,1292
force,2,1292
maj,2,1292
=,2,1292
gov,2,1292
law,2,1292
german,3,1292
home,2,1292
ctry,2,1292
=,2,1292
tax,2,1292
provs,2,1292
standard,2,1292
mgt,2,1292
/,2,1292
und,2,1292
0.275,2,1292
sell,2,1292
conc,2,1292
1.60,2,1292
praecip,2,1292
=,2,1292
underlying,2,1292
govt,2,1292
bond,2,1292
7.0,2,1292
pct,2,1292
sept,2,1292
2001,2,1292
notes,2,1292
bayerische,7,1292
vereinsbank,8,1292
is,2,1292
joint,2,1292
lead,2,1292
manager,2,1292
--,2,1292
london,7,1292
newsroom,8,1292
+44,2,1292
171,2,1292
542,2,1292
7658,2,1292
-docstart-,2,1292
venantius,1,1292
sets,2,1292
$,2,1292
300,2,1292
million,2,1292
january,2,1292
1999,2,1292
frn,2,1292
.,2,1292
london,6,1398
1996-08-22,2,1398
the,2,1398
following,2,1398
floating-rate,2,1398
issue,2,1398
was,2,1398
announced,2,1398
by,2,1398
lead,2,1398
manager,2,1398
lehman,7,1398
brothers,14,1398
international,8,1398
.,2,1398
borrower,2,1413
venantius,7,1413
ab,8,1413
(,2,1413
swedish,3,1413
national,2,1413
mortgage,2,1413
agency,2,1413
),2,1413
amt,2,1413
$,2,1413
300,2,1413
mln,2,1413
spread,2,1413
-,2,1413
12.5,2,1413
bp,2,1413
maturity,2,1413
21.jan.99,2,1413
type,2,1413
frn,2,1413
base,2,1413
3m,1,1413
libor,2,1413
pay,2,1413
date,2,1413
s23.sep.96,2,1413
last,2,1413
moody,2,1413
aa3,2,1413
iss,2,1413
price,2,1413
99.956,2,1413
full,2,1413
fees,2,1413
10,2,1413
bp,2,1413
last,2,1413
s&p,1,1413
aa+,2,1413
reoffer,2,1413
=,2,1413
notes,2,1413
s,2,1413
short,2,1413
first,2,1413
coupon,2,1413
listing,2,1413
london,6,1413
denoms,2,1413
(,2,1413
k,2,1413
),2,1413
1-10-100,2,1413
sale,2,1413
limits,2,1413
us,6,1413
/,2,1413
uk,6,1413
/,2,1413
jp,6,1413
/,2,1413
fr,6,1413
neg,2,1413
plg,2,1413
yes,2,1413
crs,2,1413
deflt,2,1413
no,2,1413
force,2,1413
maj,2,1413
ipma,2,1413
2,2,1413
gov,2,1413
law,2,1413
english,3,1413
home,2,1413
ctry,2,1413
sweden,6,1413
tax,2,1413
provs,2,1413
standard,2,1413
mgt,2,1413
/,2,1413
und,2,1413
5,2,1413
bp,2,1413
sell,2,1413
conc,2,1413
5,2,1413
bp,2,1413
praecip,2,1413
=,2,1413
notes,2,1413
issued,2,1413
off,2,1413
emtn,2,1413
programme,2,1413
--,2,1413
london,7,1413
newsroom,8,1413
+44,2,1413
171,2,1413
542,2,1413
8863,2,1413
-docstart-,2,1413
port,2,1413
conditions,2,1413
update,2,1413
-,2,1413
syria,6,1413
-,2,1413
lloyds,7,1413
shipping,8,1413
.,2,1413
port,2,1528
conditions,2,1528
from,2,1528
lloyds,7,1528
shipping,14,1528
intelligence,14,1528
service,8,1528
--,2,1528
lattakia,6,1528
",",2,1528
aug,2,1528
10,2,1528
-,2,1528
waiting,2,1528
time,2,1528
at,2,1528
lattakia,6,1528
and,2,1528
tartous,6,1528
presently,2,1528
24,2,1528
hours,2,1528
.,2,1528
-docstart-,2,1551
israel,6,1551
plays,2,1551
down,2,1551
fears,2,1551
of,2,1551
war,2,1551
with,2,1551
syria,6,1551
.,2,1551
colleen,4,1561
siegel,5,1561
jerusalem,6,1561
1996-08-22,2,1561
israel,6,1561
's,2,1561
outgoing,2,1561
peace,2,1561
negotiator,2,1561
with,2,1561
syria,6,1561
said,2,1561
on,2,1561
thursday,2,1561
current,2,1561
tensions,2,1561
between,2,1561
the,2,1561
two,2,1561
countries,2,1561
appeared,2,1561
to,2,1561
be,2,1561
a,2,1561
storm,2,1561
in,2,1561
a,2,1561
teacup,2,1561
.,2,1561
itamar,4,1590
rabinovich,5,1590
",",2,1590
who,2,1590
as,2,1590
israel,6,1590
's,2,1590
ambassador,2,1590
to,2,1590
washington,6,1590
conducted,2,1590
unfruitful,2,1590
negotiations,2,1590
with,2,1590
syria,6,1590
",",2,1590
told,2,1590
israel,7,1590
radio,8,1590
it,2,1590
looked,2,1590
like,2,1590
damascus,6,1590
wanted,2,1590
to,2,1590
talk,2,1590
rather,2,1590
than,2,1590
fight,2,1590
.,2,1590
"""",2,1620
it,2,1620
appears,2,1620
to,2,1620
me,2,1620
the,2,1620
syrian,3,1620
priority,2,1620
is,2,1620
still,2,1620
to,2,1620
negotiate,2,1620
.,2,1620
the,2,1633
syrians,3,1633
are,2,1633
confused,2,1633
",",2,1633
they,2,1633
are,2,1633
definitely,2,1633
tense,2,1633
",",2,1633
but,2,1633
the,2,1633
general,2,1633
assessment,2,1633
here,2,1633
in,2,1633
washington,6,1633
is,2,1633
that,2,1633
this,2,1633
is,2,1633
essentially,2,1633
a,2,1633
storm,2,1633
in,2,1633
a,2,1633
teacup,2,1633
",",2,1633
"""",2,1633
he,2,1633
said,2,1633
.,2,1633
rabinovich,10,1665
is,2,1665
winding,2,1665
up,2,1665
his,2,1665
term,2,1665
as,2,1665
ambassador,2,1665
.,2,1665
he,2,1674
will,2,1674
be,2,1674
replaced,2,1674
by,2,1674
eliahu,4,1674
ben-elissar,5,1674
",",2,1674
a,2,1674
former,2,1674
israeli,3,1674
envoy,2,1674
to,2,1674
egypt,6,1674
and,2,1674
right-wing,2,1674
likud,1,1674
party,2,1674
politician,2,1674
.,2,1674
israel,6,1694
on,2,1694
wednesday,2,1694
sent,2,1694
syria,6,1694
a,2,1694
message,2,1694
",",2,1694
via,2,1694
washington,6,1694
",",2,1694
saying,2,1694
it,2,1694
was,2,1694
committed,2,1694
to,2,1694
peace,2,1694
and,2,1694
wanted,2,1694
to,2,1694
open,2,1694
negotiations,2,1694
without,2,1694
preconditions,2,1694
.,2,1694
but,2,1719
it,2,1719
slammed,2,1719
damascus,6,1719
for,2,1719
creating,2,1719
what,2,1719
it,2,1719
called,2,1719
a,2,1719
dangerous,2,1719
atmosphere,2,1719
.,2,1719
syria,6,1732
accused,2,1732
israel,6,1732
on,2,1732
wednesday,2,1732
of,2,1732
launching,2,1732
a,2,1732
hysterical,2,1732
campaign,2,1732
against,2,1732
it,2,1732
after,2,1732
israeli,3,1732
television,2,1732
reported,2,1732
that,2,1732
damascus,6,1732
had,2,1732
recently,2,1732
test,2,1732
fired,2,1732
a,2,1732
missile,2,1732
.,2,1732
it,2,1757
said,2,1757
its,2,1757
arms,2,1757
purchases,2,1757
were,2,1757
for,2,1757
defensive,2,1757
purposes,2,1757
.,2,1757
"""",2,1767
the,2,1767
message,2,1767
that,2,1767
we,2,1767
sent,2,1767
to,2,1767
(,2,1767
syrian,3,1767
president,2,1767
hafez,4,1767
al-,5,1767
),2,1767
assad,10,1767
is,2,1767
that,2,1767
israel,6,1767
is,2,1767
ready,2,1767
at,2,1767
any,2,1767
time,2,1767
without,2,1767
preconditions,2,1767
to,2,1767
enter,2,1767
peace,2,1767
negotiations,2,1767
",",2,1767
"""",2,1767
israeli,3,1767
foreign,2,1767
minister,2,1767
david,4,1767
levy,5,1767
told,2,1767
israel,7,1767
radio,8,1767
in,2,1767
an,2,1767
interview,2,1767
.,2,1767
tension,2,1809
has,2,1809
mounted,2,1809
since,2,1809
israeli,3,1809
prime,2,1809
minister,2,1809
benjamin,4,1809
netanyahu,5,1809
took,2,1809
office,2,1809
in,2,1809
june,2,1809
vowing,2,1809
to,2,1809
retain,2,1809
the,2,1809
golan,15,1809
heights,16,1809
israel,6,1809
captured,2,1809
from,2,1809
syria,6,1809
in,2,1809
the,2,1809
1967,2,1809
middle,15,1809
east,16,1809
war,2,1809
.,2,1809
israeli-syrian,3,1839
peace,2,1839
talks,2,1839
have,2,1839
been,2,1839
deadlocked,2,1839
over,2,1839
the,2,1839
golan,6,1839
since,2,1839
1991,2,1839
despite,2,1839
the,2,1839
previous,2,1839
government,2,1839
's,2,1839
willingness,2,1839
to,2,1839
make,2,1839
golan,6,1839
concessions,2,1839
.,2,1839
peace,2,1861
talks,2,1861
between,2,1861
the,2,1861
two,2,1861
sides,2,1861
were,2,1861
last,2,1861
held,2,1861
in,2,1861
february,2,1861
.,2,1861
"""",2,1873
the,2,1873
voices,2,1873
coming,2,1873
out,2,1873
of,2,1873
damascus,6,1873
are,2,1873
bad,2,1873
",",2,1873
not,2,1873
good,2,1873
.,2,1873
the,2,1886
media,2,1886
...,2,1886
are,2,1886
full,2,1886
of,2,1886
expressions,2,1886
and,2,1886
declarations,2,1886
that,2,1886
must,2,1886
be,2,1886
worrying,2,1886
...,2,1886
this,2,1886
artificial,2,1886
atmosphere,2,1886
is,2,1886
very,2,1886
dangerous,2,1886
because,2,1886
those,2,1886
who,2,1886
spread,2,1886
it,2,1886
could,2,1886
become,2,1886
its,2,1886
prisoners,2,1886
",",2,1886
"""",2,1886
levy,10,1886
